行业代码,行业名称,成分股
URFI881178,教育,"USHA600730,USZA002607,USZA000526,USZA300359,USZA300192,USZA002659,USHA605098,USZA300492,USZA300010,USZA300688,USHA600455,USHA600661,USZA300338,USHT603377,USHT600636,USZA003032"
URFI881179,其他社会服务,"USHA600158,USZA300962,USZA301508,USHA601965,USZA002057,USTM920122,USHA600654,USZA001396,USZA300938,USHA688334,USZA301306,USHA600662,USZA301449,USTM920753,USZA300416,USZA301228,USHA688757,USTM920208,USZA300887,USZA300795,USZA301169,USZA301115,USZA002858,USHA600826,USZA300662,USZA003008,USZA300668,USHA603183,USZA300012,USTM920039,USZA301289,USHA603060,USZA301632,USZA002967,USZA300797,USZA300860,USZA300215,USTM920160,USHA600861,USHA601588,USHA603373"
URFI881180,石油加工贸易,"USHA601857,USHA600028,USZA000819,USZA002986,USHA600506,USZA000554,USHA600688,USZA001316,USZA002493,USZA300055,USZA000637,USHA603798,USZA002408,USZA000059,USHA603223,USHA600346,USHA603353,USZA002377,USZA000096,USZA002221,USZA000301,USZA000985,USHA600800,USZA300839,USZA002476,USZA300135,USZA000698"
URFI881181,环境治理,"USHA688701,USZA002778,USHA600217,USZA000544,USZA000685,USZA300854,USZA301175,USZA300425,USTM920263,USZA000035,USZA300692,USZA300172,USHA603903,USHA603126,USHA605069,USZA002266,USZA300815,USHA601033,USZA300187,USZA300266,USZA000598,USTM920370,USHA600769,USZA301127,USHA600168,USHA603568,USZA300190,USZA002034,USZA003027,USHA688679,USZA301519,USZA003039,USHA600008,USZA300867,USZA300961,USHA603200,USHA601200,USZA000803,USHA601827,USHA688101,USHA688480,USZA002573,USZA300437,USZA002973,USHA600283,USHA600796,USZA000826,USZA300664,USZA300864,USHA688178,USZA300355,USZA002887,USHA601330,USHA601368,USHA603797,USHA603291,USHA688565,USZA301305,USZA301372,USZA002549,USZA301109,USHA688485,USHA688096,USZA001230,USZA000546,USHA688466,USHA688057,USZA300197,USZA300140,USZA300388,USHA601199,USZA300958,USZA301148,USHA600323,USZA300779,USZA300929,USZA301265,USZA000068,USZA002645,USHA600461,USHA603817,USHA603759,USHA600187,USZA301203,USZA300948,USHA603686,USHA603315,USZA301500,USZA002210,USHA603359,USZA002672,USHA600133,USHA688069,USHA603177,USZA301068,USHA601158,USHA688370,USHA600874,USZA000885,USZA301049,USZA000605,USZA300422,USZA300070,USZA300774,USZA300614,USZA301259,USHA603588,USZA300152,USZA002717,USZA000711,USHT605081,USZA300899"
URFI881182,美容护理,"USZA002511,USZA001206,USZA300658,USZA300888,USHA603983,USZA300740,USHA600315,USHA603193,USZA300132,USHA603605,USHA600249,USZA002243,USHA603630,USZA301009,USZA300856,USZA300849,USTM920982,USZA301059,USZA301108,USZA300955,USZA300886,USHA688363,USHA605009,USHA600223,USZA301371,USZA001328,USHA603059,USZA300957,USZA003006,USTM920123,USZA300896,USZA000615"
URFI881263,农化制品,"USZA300575,USZA003042,USHA603970,USZA002758,USZA002539,USHA600096,USTM920819,USHA600486,USZA000792,USZA000893,USZA300261,USHA600141,USZA000902,USZA002942,USHA600596,USHA603086,USZA002999,USZA301665,USHA603585,USZA000731,USZA002588,USZA301035,USZA001231,USTM920159,USHA605033,USZA000912,USTM920866,USHA600691,USHA600470,USZA002250,USZA002734,USZA002258,USZA002470,USHA600389,USHA600426,USHA600731,USZA000422,USHA600331,USHA603077,USHA603639,USZA000525,USHA603395,USZA002749,USHA603599,USZA300804,USZA300387,USHA603810,USZA002545,USZA300505,USZA002895,USZA002312,USHA600227,USHA600078,USZA002391,USZA000408,USZA300796,USHA603360,USZA002170,USZA000553,USZA002538,USZA002496"
URFI881264,化学纤维,"USHA688295,USZA002427,USZA002998,USZA000949,USHA603225,USHA600063,USHA688722,USHA601233,USHA603406,USZA002254,USHA603332,USZA001369,USHA600810,USHA600370,USZA300876,USHA605166,USHA600527,USTM920077,USZA000420,USZA301057,USZA000936,USZA002064,USHA601113,USZA000703,USZA000677,USZA000782,USHA603382,USZA002206,USZA300905"
URFI881265,塑料制品,"USHA688716,USZA301565,USZA301092,USZA002522,USZA300305,USHA603879,USZA300230,USHA688087,USZA300221,USHA603928,USZA300834,USTM920028,USZA301687,USZA300980,USZA002886,USZA000920,USHA688718,USZA301196,USZA300538,USZA300321,USHA603330,USZA300806,USZA002585,USZA002395,USHA605589,USZA002361,USHA688585,USZA300920,USHA688323,USZA300243,USZA301395,USZA002324,USTM920871,USZA301019,USTM920056,USZA300644,USZA002825,USZA301216,USZA301588,USZA300586,USHA600135,USZA300487,USZA301591,USTM920066,USZA300995,USZA301538,USHA688669,USZA301131,USZA300334,USHA600143,USZA301003,USHA688219,USZA301555,USZA300717,USZA301090,USZA300180,USZA300539,USZA301237,USTM920089,USZA300478,USHA688203,USZA000859,USZA002768,USZA001333,USTM920469,USHA605488,USZA000973,USHA688386,USHA601208,USZA001378,USHA601026,USZA002632,USZA002838,USZA002263,USHA605008,USZA002108,USZA001255,USZA300218,USHT603580"
URFI881266,橡胶制品,"USTM920694,USZA300767,USTM920188,USZA301300,USZA001325,USZA002753,USZA300121,USHA603650,USZA300587,USZA002381,USTM920834,USHA603033,USZA002224,USHA605183,USZA002442,USZA001207,USTM920225,USTM920665,USTM920098,USZA300731,USZA002068,USZA300320"
URFI881267,能源金属,"USTM920914,USZA002756,USHA603399,USZA002667,USZA002466,USZA301219,USZA002192,USHA603799,USZA300618,USZA002460,USZA002240,USHA605376"
URFI881268,工程机械,"USZA000157,USHA603194,USHA605305,USTM920101,USHA603338,USZA001239,USZA000425,USTM920174,USZA301161,USTM920245,USZA001226,USTM920599,USTM920706,USHA688425,USHA603273,USHA600815,USZA301079,USZA000680,USZA002097,USHA600031,USHA603611,USHA603280,USTM920839,USTM920002,USZA000528,USZA301279,USHA600984,USZA002685,USTM920942,USHA601100,USHA603298,USZA300201,USZA301446,USHA605389,USHA600761,USHA603638"
URFI881269,轨交设备,"USZA000925,USHA600528,USHA601766,USHA688009,USZA300351,USZA300923,USHA603500,USHA605001,USZA300960,USHA688569,USTM920541,USHA688187,USZA000008,USZA300906,USZA301016,USZA300594,USZA002972,USHA603111,USHA600495,USHA603680,USZA301048,USHA688015,USTM920027,USZA300851,USHA688459,USHA688367,USHA688285,USZA300011,USZA001324,USHA605298"
URFI881270,元件,"USZA300936,USZA002579,USZA300814,USTM920821,USZA301176,USHA603328,USZA301366,USHA688655,USZA002436,USHA605258,USZA002141,USZA301251,USHA600237,USZA002134,USHA603738,USZA300852,USZA002138,USHA603920,USTM920128,USZA300476,USHA600183,USHA688183,USZA002916,USZA300408,USZA002938,USHA688519,USTM920060,USZA300739,USZA301132,USZA300319,USZA300903,USZA301628,USHA603386,USZA301458,USHA603228,USTM920981,USZA301282,USZA301041,USZA002636,USZA002484,USHA603186,USZA002463,USZA300657,USHA603459,USZA001389,USTM920641,USZA000636,USHA600601,USHA600563,USZA002384,USZA301566,USZA002815,USHA603175,USZA000823,USHA603936,USZA300964,USZA002552,USHA605058,USZA002913,USHA603989,USZA300460,USZA002199"
URFI881271,IT服务,"USZA000938,USHA688258,USZA002401,USZA301208,USHA688568,USZA300678,USZA002657,USZA300496,USHA600536,USHA688191,USTM920171,USZA002197,USHA688509,USZA002771,USHA600797,USZA300440,USTM920806,USHA688343,USZA000409,USHA688327,USZA300674,USHA688158,USZA300231,USZA300212,USZA002195,USZA301085,USTM920116,USZA300248,USHA605398,USHA600476,USZA300541,USZA300017,USZA002331,USZA301556,USZA300245,USZA301178,USZA300872,USTM920564,USZA300399,USZA002368,USZA300078,USHA603171,USZA300079,USZA300150,USHA600734,USZA000555,USZA000034,USZA300687,USZA002474,USZA300339,USZA301236,USZA002642,USZA300290,USHA688316,USZA002373,USZA002232,USHA688227,USHA603859,USHA603636,USZA301638,USZA300168,USTM920227,USTM920748,USTM920790,USTM920130,USHA600756,USZA300682,USZA300288,USZA002380,USHA688228,USZA301172,USZA002777,USZA003005,USZA300532,USHA600446,USHA603918,USZA002609,USZA301248,USHA688051,USHA600728,USZA300264,USZA300609,USHA688500,USZA301316,USZA301218,USHA600410,USZA301396,USZA002229,USHA688088,USZA300448,USHA600271,USTM920092,USZA300746,USZA300170,USZA300300,USHA688787,USTM920953,USTM920184,USHA600131,USHA688365,USHA688207,USZA300287,USHA600718,USZA002065,USZA300166,USHA600850,USZA002908,USHA688039,USHA600589,USZA002421,USZA300250,USZA300523,USHA603322,USZA000158,USZA300634,USHA688229,USZA002649,USHA688004,USTM920493,USHA600936,USHA600845,USHA600666,USHT603869,USZA300020,USZA300419,USZA300167,USTM920305,USZA300044"
URFI881272,软件开发,"USTM920207,USHA688083,USHA688038,USHA603927,USZA301153,USHA688695,USHA688369,USZA300803,USZA003007,USHA600602,USZA002063,USHA688479,USHA600588,USHA688244,USZA300935,USZA300377,USHA688435,USZA300085,USZA002178,USHA688225,USZA301337,USHA688031,USHA600571,USZA300469,USHA688201,USHA688590,USHA688232,USZA300542,USZA300253,USHA688171,USZA301315,USHA603189,USZA002261,USZA300229,USZA300033,USZA301378,USZA300047,USZA002212,USHA688507,USZA002405,USZA300468,USZA300556,USZA300608,USZA300075,USZA300579,USZA300454,USZA300226,USHA688030,USZA301159,USHA601360,USHA688152,USZA002439,USHA688118,USZA300996,USHA688109,USZA301185,USZA000948,USZA300624,USZA300766,USHA603990,USZA300369,USHA688078,USHA688588,USZA002322,USHA688631,USZA300663,USZA002230,USZA300520,USTM920932,USZA300730,USHA688561,USZA002279,USHA688326,USZA002987,USZA300830,USHA688111,USHA688291,USZA300559,USHA688246,USZA003029,USZA300271,USTM920592,USZA300074,USZA301269,USTM920415,USHA600570,USZA300365,USZA300605,USZA300550,USHA688296,USHA688657,USHA688562,USZA301270,USZA002362,USHA603138,USZA000503,USZA300188,USZA301162,USZA002410,USZA301095,USZA301221,USHA603232,USZA300465,USHA688206,USHA688095,USZA300235,USHA603039,USZA300925,USZA002153,USHA603528,USZA300378,USHA603383,USHA688579,USZA300768,USHA601519,USHA600288,USHA688692,USHA688651,USZA300451,USZA300598,USZA300036,USZA300348,USHA688318,USZA300525,USHA600880,USZA300352,USZA301195,USHA688058,USZA300380,USHA688023,USHA688168,USTM920799,USZA300096,USZA300311,USZA300366,USHA688615,USZA002253,USZA300561,USZA000004"
URFI881273,白酒,"USHA603198,USHA600197,USZA002304,USZA000858,USZA002646,USZA000860,USHA600779,USHA600702,USHA600809,USZA000568,USHA600559,USHA603589,USZA000799,USHA603369,USHA600199,USHA603919,USZA000995,USHA600519,USZA000596,USHT600696"
URFI881274,影视院线,"USHA600088,USHA600977,USZA300528,USHA600715,USHA601595,USZA002739,USZA002905,USZA300182,USZA000892,USZA300426,USZA300027,USZA300133,USHA603103,USZA300251,USZA002343,USZA001330,USZA000802,USZA300291,USZA002292,USHT603721"
URFI881275,游戏,"USZA300052,USHA600633,USZA300315,USZA002174,USZA002605,USZA300467,USZA300043,USZA002624,USZA300459,USZA002602,USZA300002,USZA002555,USZA002919,USZA002517,USZA300418,USZA002425,USZA002558,USHA603444,USZA300299,USHA603258,USZA300494,USZA300533,USZA300031,USHT600892"
URFI881276,军工电子,"USZA002179,USZA300177,USZA002189,USHA688636,USZA300101,USZA000733,USHA688439,USZA002519,USHA688081,USZA300629,USHA688011,USHA688511,USZA300397,USZA002935,USHA600590,USHA600990,USZA300762,USZA301517,USHA688002,USZA300447,USHA603712,USHA688522,USHA688311,USZA301592,USZA002413,USZA301050,USHA688788,USZA300474,USHA688084,USZA300252,USHA688682,USHA603678,USZA301302,USZA300045,USHA688629,USZA301682,USZA300726,USHA603267,USHA688552,USZA000547,USZA002025,USHA600855,USZA002465,USZA002383,USHA600562,USZA301571,USHA688776,USHA688375,USZA301213,USHA688175,USZA002414,USHA688272,USZA002446,USTM920008,USZA002151,USHA688132,USZA002338,USZA300123,USHT688053,USZA001270,USZA002977,USZA002214"
URFI881277,电机,"USHA603988,USZA003021,USZA301023,USHA603344,USHA600416,USHA600580,USZA002801,USZA002576,USHA603819,USTM920100,USHA603728,USZA002892,USZA300907,USZA002823,USZA002176,USZA300660,USZA000922,USZA301502,USHA603370,USZA300626,USZA002196,USHA603320,USZA002249,USTM920011,USHA603489,USHA603350"
URFI881278,电网设备,"USZA002346,USZA301361,USZA002441,USZA300018,USZA300062,USZA002309,USHA601179,USZA002298,USZA300933,USZA002471,USZA002169,USHA601877,USZA301179,USHA688597,USHA600869,USZA002692,USZA300514,USTM920508,USTM920046,USZA301012,USTM920556,USZA001388,USZA001382,USZA301120,USZA000720,USZA002546,USHA603016,USHA688663,USZA301388,USHA688616,USHA603312,USZA300283,USZA301386,USHA688226,USHA603191,USZA300265,USZA002560,USHA605066,USZA300001,USZA002300,USTM920118,USZA002927,USHA601126,USZA002028,USZA000533,USZA300444,USHA603530,USHA603333,USZA301609,USZA002358,USZA002857,USZA300932,USHA601567,USZA002112,USZA300423,USZA002953,USTM920682,USHA605222,USHA600312,USTM920375,USHA600768,USZA300882,USZA002276,USHA603070,USZA002451,USZA301291,USZA301295,USHA603829,USHA601222,USZA002706,USTM920062,USZA002121,USHA603050,USHA688681,USZA300222,USZA300407,USTM920029,USZA300880,USZA300360,USTM920111,USZA301082,USHA600577,USZA002090,USHA688676,USZA002882,USZA300069,USZA300510,USHA688517,USZA002533,USHA603097,USZA002339,USZA301668,USZA301439,USZA000400,USTM920496,USHA603577,USHA605196,USZA002980,USZA002270,USZA001208,USTM920018,USHA601096,USHA688330,USHA600885,USZA300141,USHA688611,USHA603618,USZA002498,USHA603556,USZA300427,USHA600268,USHA600406,USTM920037,USHA601616,USHA688450,USHA600067,USHA603045,USHA601700,USZA000682,USHA603606,USZA300670,USZA002606,USTM920639,USZA002879,USZA002452,USHA603897,USHA600192,USTM920299,USZA002350,USHA600973,USHA600379,USHA600550,USHA600468,USHA603861,USZA300286,USZA300617,USZA300477,USHT600525"
URFI881279,光伏设备,"USHA688408,USZA300393,USZA002150,USZA301636,USHA688348,USZA301266,USTM920007,USHA603381,USHA600537,USZA300080,USZA300274,USZA002623,USZA002506,USTM920167,USHA600438,USZA301168,USHA688033,USHA688599,USZA002079,USHA600481,USZA301658,USHA688429,USZA300827,USHA603212,USHA603628,USTM920414,USZA001269,USHA688560,USZA300751,USZA300051,USHA601012,USTM920368,USZA003022,USZA002513,USHA688726,USZA301278,USHA600876,USZA002865,USHA688503,USZA300316,USHA688223,USZA002459,USZA300763,USHA603396,USHA688598,USZA300724,USZA300345,USHA603185,USZA002056,USHA688032,USHA688680,USTM920985,USHA603778,USZA000159,USHA688390,USHA688556,USHA603806,USHA601865,USZA300118,USZA300842,USZA300776,USHA605117,USHA688303,USHA688516,USHA600207,USHA600732,USHA688717,USHA688472,USZA002129,USZA300716,USZA000821,USHT603398,USZA300093"
URFI881280,风电设备,"USZA301040,USHA600072,USHA603507,USZA300772,USZA300850,USHA603248,USZA300904,USZA300185,USZA002531,USZA300569,USZA300129,USZA300690,USHA600458,USHA688349,USHA603218,USZA301456,USHA601615,USZA300443,USZA002202,USHA601218,USZA301163,USHA603985,USZA000809,USHA603063,USZA301155,USHA688186,USZA301232,USHA688660,USHA603092,USZA002487,USZA301557"
URFI881281,电池,"USZA301121,USHA688772,USZA301150,USZA300919,USZA301587,USZA300035,USZA000009,USZA300410,USHA688707,USZA300953,USZA301222,USHA688638,USZA300457,USZA300014,USHA688339,USHA688733,USHA605378,USZA002733,USZA300648,USZA300568,USHA688573,USZA301349,USZA300037,USZA300207,USZA300890,USZA002125,USHA688155,USZA300450,USHA688779,USTM920779,USZA002245,USHA600152,USZA301217,USHA688819,USHA688116,USZA301152,USZA002759,USZA300390,USTM920252,USZA002709,USHA688778,USHA600241,USZA002580,USZA001301,USZA301513,USZA301238,USHA688005,USHA603659,USZA300438,USHA688063,USHA600110,USZA300750,USZA300068,USTM920522,USHA688275,USHA600847,USZA301487,USTM920119,USZA301325,USHA603906,USZA300530,USTM920627,USTM920237,USHA688499,USHA600478,USZA300340,USZA002850,USHA601311,USZA300128,USZA300619,USZA301210,USHA688392,USHA688388,USHA688353,USZA301327,USZA301358,USZA301662,USZA001283,USHA688006,USZA301292,USZA002074,USZA002340,USHA688567,USZA002805,USHA688148,USZA002812,USHA603026,USHA603032,USZA000049,USTM920523,USZA301511,USZA300769,USZA300409,USZA300073,USTM920239,USHA688345,USZA000695,USTM920185,USHA603031,USTM920809,USHT688184,USZA300173,USZA002058"
URFI881282,其他电源设备,"USZA301516,USZA002364,USHA600482,USZA301590,USZA300713,USZA300820,USZA300376,USZA300593,USZA002534,USZA002052,USZA300491,USHA601727,USZA002366,USZA300277,USZA300870,USZA002851,USHA600212,USTM920110,USHA688551,USZA300153,USZA002518,USZA002335,USZA002951,USZA300490,USZA301157,USZA002255,USHA688411,USHA600405,USHA600875,USZA300693,USHA688719,USZA002630,USZA002227"
URFI881283,多元金融,"USZA000617,USZA002423,USHA600120,USZA000987,USHA600927,USHA600318,USHA600830,USHA600390,USZA000935,USZA000563,USZA002961,USZA002647,USHA603093,USHA600783,USZA300773,USHA600053,USHA600901,USHA600816,USZA000532,USZA001236,USHA603300,USZA000567,USHA600517,USHA603123,USZA000415,USHA600643"
URFI881284,环保设备,"USZA300056,USHA600817,USZA000967,USZA301081,USHA603282,USZA002658,USZA300137,USZA301030,USHA688501,USHA688376,USZA300105,USHA600388,USZA300800,USZA300862,USZA300631,USHA688309,USTM920145,USZA300786,USHA688335,USHA600526,USZA000890,USHA603324,USZA000551,USZA001336,USHA688671,USTM920802,USZA300385,USZA301288,USZA000820"
